file_name,transcription
data/train/1046.wav,loo lin bo se ji khi that tioh tsioh a i e kha tsng kah sui hiauh khi lai
data/train/1047.wav,ke tsiah nng uann a
data/train/1048.wav,tshia long tsit e kui phiann thih phiann long mau khi ah
data/train/1049.wav,ho e png si thinn kong peh a su hoo lan e
data/train/105.wav,ui ua lai khuann e lang lu lai lu tsue tak ke hoo siong tho lun tsit kiann tai tsi m koh bo puann e lang siong sin han tsing li kong e ue ma bo lang khui tshui kong beh be inn a
data/train/1050.wav,tham si tshenn sik u lang m ko u tang si a lai te u hueh
data/train/1051.wav,lin tau e bang loo si khan kui mega e
data/train/1053.wav,tshiann mng kok a si an tsuann khuann khi lai bo tsing sin tsa am khun bo pa si m iah si tsa am sng kui me
data/train/1054.wav,lang kheh lan lai te sing tse tsit e
data/train/1055.wav,loo si
data/train/1056.wav,a bi gua ka li kong tsit e honnh to gua tso ping kang the e ing tshan a lah
data/train/1057.wav,ah kin lai kiu lah
data/train/1058.wav,han tsing li ti hun ang bin ting siong lai siong khi huat hian lin kan u boo tsit e to su put tsi a bi le
data/train/1059.wav,tan gua than u tsinn liau au lan lai khi se kai kiann thau thau
data/train/106.wav,i pan tai tsi thuat suann thuat suann long tso be ho
data/train/1060.wav,su khoo sio tsoo e su lui hun khah iu u si tsap lak e su lui pau kuah tong su mia su ting long ke siok u hun se lui loh khi
data/train/1061.wav,li tshing uai sia tsuh khuann khi lai khah u tsing sin khuan
data/train/1062.wav,lo e u tsit tiunn VIP khah kin khi ka i tsioh
data/train/1063.wav,tsia e long tsong pah kau lin nng e si beh hun khui sng ah si tso hue sng
data/train/1064.wav,ku ni kui ke hue a long bo ti tai pak
data/train/1065.wav,tsit sian oo lin gioo tsng kah sui sui sui koh bo kui neh
data/train/1066.wav,khuann mai u siann thang be tng khi
data/train/1067.wav,lai khah tshio e honnh
data/train/1068.wav,tsue kin bi kok tu ho u tsit kua sin e gian kiu Pew gian kiu tiong sim tiau tsa huat hian kau tsap sann pha e bi kok lang jin ui ka ti e sai kuat ting siange tang theh tioh in e tsu liau tui in lai kong si tiong iau e tai tsi
data/train/1069.wav,heh li lai kau tsit tah to si tik sit tioh gua ah ho ah mai lo so gua bo siunn beh kah li tap tshui koo kak hue a kong suah sui uat thau tso i siak tua bin a
data/train/1070.wav,senn kah hiah ni sui tioh
data/train/1071.wav,khai kho
data/train/1072.wav,li tshia bak kuh ai tsu i au piah u lang bo
data/train/1073.wav,uah tong huan ui tua e e tang khuann tsin kuan tsin hng
data/train/1074.wav,i kong kan na tsu bi tsiann tsan sio khua kam tinn kam tinn tsiah tioh tshui khi nua top top tin
data/train/1075.wav,P of AB kin ua P of a sing P of B soo i mi of AB kin ua ling
data/train/1077.wav,se pau lai ki in e DNA e tsuan lok tso RNA u e RNA koh e tsuan ik tso lan su iau e nng peh tsit
data/train/1078.wav,lan tsap tiam tsiah lai khi e sai bo
data/train/1079.wav,li ing kai tsik si to tng lai tai pak
data/train/108.wav,tan leh kau ki tiunn e si tsun tshia ting e mih kiann hing li ai theh hoo tsiau tioh na u su iau tshia a e ping iu loh tshia e soo tsai to u tshia a thang sak
data/train/1080.wav,u lang ua lai
data/train/1081.wav,kak hue a e kan tshio siann bo khi ah tsit e bin na tsiau kian leh hian tshu si tsuan sin long sng thiann tai khai thoo siunn tse e khuan phe bah pian kah peh phu peh phu tsit si a khui lat to bo khia be tiau te nng sio sio the ti thang a lai
data/train/1082.wav,li kah hit e
data/train/1083.wav,ki thann e lang long khuann kah tsiann him sian ma ui ua lai ka han tsing li tih sann liap inn a tsiah
data/train/1084.wav,pang tshiu lah
data/train/1085.wav,kak hue a khuann soo hue a lang i tsit sing khu peh sut sut hoo tsu lang a biau ka tshua tshut tshua jip tsiok bak khang tshiah e tsit si e khi too hian i tioh siunn tsit tshut kan kui poo beh hoo soo hue a ho khuann
data/train/1086.wav,tui lan tsoo gai
data/train/1087.wav,khui mng ooh khui mng ooh
data/train/1088.wav,ling gua tsit ku biau sut tai tsi na si huat sing e u siann khuan ho kiat ko
data/train/1089.wav,khah tsa u tsit khuan lin goo kio tso goo jiau lin goo si kai kui tiong e mih kiann
data/train/1091.wav,na si beh ai gua mai tshap tsit tsan tai tsi tu liau li kong tsit e li iu hoo gua thiann e loh khi
data/train/1092.wav,tsiah kah sann tsap hue ah gin a sing iau koh pang be li ooh
data/train/1093.wav,m koh koh khah an tsuann thoo ma thoo be tshut lai kan tann e tang tsin hio hue leh kong gun sit tsai put ing kai hiah ni tham sim
data/train/1094.wav,hit lo a lu mih tiann tsiann khin
data/train/1095.wav,kau tsong Francis lak gueh tsap peh huat poo thong juhoo iok se kai kiong tong tui khong khi hau pian hua
data/train/1097.wav,aih iah kuan hiah tse tshong siannh ah si kin tham thiann tsit e khuann be inn a e lau hue a bin a tsai kam beh koh lai tua thau a ong e e ping iu an ne kong
data/train/1098.wav,ai li kap ai i pinn a tse loo tan tshun tu it kiu kiu tshit
data/train/1099.wav,ge jin hun tshiu lu ping iu kah tsing lu ping iu long tshut lai pue hue tsa poo lang leh
data/train/11.wav,Cheese khau bi e pizza gua siong ai tsiah
data/train/110.wav,ooh beh khuann hi khi pai tui
data/train/1100.wav,gun lau pe si e si tsun khiam a tshiong hiann tsit kua tsinn gun lau bu long m bat tui gua kong i kin a jit beh lai ka gun tho tsinn
data/train/1101.wav,li tsinn tioh ai te hoo ho m thang hoo lang tsian khi
data/train/1102.wav,he ke phue mai theh hoo gin a tsiah lah lai te hoo lu bong kai kau
data/train/1103.wav,tsit ma goo tiam khong tshit sann tsap sann hun tsing liau au goo tiam si tsap lan ti it lau e tshut khau sio tan
data/train/1104.wav,gua it ting beh khi tshia thau sang li gua u kong
data/train/1105.wav,hann
data/train/1106.wav,sin sing e bu tshin u ka ting bo tsu ngoo gua tsuat tui siong sin ka ti e ang sai be tui put khi gua
data/train/1107.wav,gun tsia e mih kiann long si siong jio toh e hi bang li e tang him siong
data/train/1109.wav,hi bang tsit pun tsheh in tshut lai e tang hoo tak ke huat hian tai gi sia tsok u lan tsing m bat khuainn e kho ling sing koh u ng bang thak e lang e kam kak koo su tsin ho khuann an ne gua to kam kak tsit pun tsheh tshut liau u ke tat lah
data/train/111.wav,tiau hueh kiam poo hueh hueh loo tiau kah sun sun sun hoo li sui tang tang tsing khi sin pa tsiok
data/train/1110.wav,kau tsia thinn beh tsuat gua e senn mia liauh
data/train/1111.wav,khoo ling ku pi sa khu lah koh khah ho tsing
data/train/1112.wav,Syria si ni e tsian tsing i king si tshiau kue ji tsap ban lang
data/train/1114.wav,lue iong si thong ti tsuan hoo khue hok thuan thong mia senn beh ti lian hap siu hik tsiat uah tang tsiap siu po tsiong
data/train/1117.wav,tse thau ting ui e lu kheh tshiann kau te sann khu ting ki
data/train/1118.wav,gua thiann tioh siann kuann tshut lai e si tsun tshia tsa to tsau ah
data/train/1119.wav,tsit kui ni lai ki liong tsu liau kah jin kang ti hui hiong hiong huat tian kah tsin kiann lang siong tsu iau e to si kho bang loo su iong tsia siong thuan e tse tse lue iong
data/train/112.wav,tsi bing
data/train/1120.wav,sui phang bo siann e khi li kho ling ai koh tau tsit tai phong pu lai tau phang
data/train/1121.wav,m koh king kue ku tng koh thiam thau e phah piann liau au se kai kam u pian khah uan bi ka ting kam u pian khah hing hok
data/train/1122.wav,a ling lang kheh khi kheh khi
data/train/1123.wav,ooh phainn se lah gua ho tso soo hue a tshoo kinn bin tsiann huann hi kah li tso tshu pinn soo hue a u le u ka leh ka hue tap
data/train/1124.wav,tsap Ipad kah pue a tsi it Ipad i si tian si ma si gak khi
data/train/1125.wav,ooh tsu li hoo gua tso kiann honnh kin a jit hoo lin pe phah siong thiam
data/train/1126.wav,suah koh in ui tshiat khui e tsit nng e su e kiat hap sing kuan ti a N su tsoo piau hian tshut lai
data/train/1127.wav,tse tshin tsiann lai lan lai khi be ang khoo i mooh hoo i tso oo mi a ge tsah tng khi
data/train/1128.wav,kim kue hiunn koo kiat thau tshai li beh tsu siann tshai
data/train/1129.wav,ti puann ian tsin tsing tshiann pai thok ka li e tshiu ki a kim khi lai
data/train/113.wav,keh tng kang e tau in tang tse hong tshia kau pun so tiunn li e poo si a jit thau iam juah tshau bi mua si kue
data/train/1131.wav,i hoo a kong sing phainn ah put si ti hia siu khi tiunn tuah
data/train/1132.wav,lin nng khoo kiann loo uainnh leh uainnh leh kiann khah kin leh lah
data/train/1133.wav,hit e iann phinn gua bat ti Youtube khuann kue li e tang khi tshue khuann mai
data/train/1134.wav,li iong i e kua siann kah hian a bi biau e suan lut ka ping an ham hing hok thuan tat tshut khi
data/train/1135.wav,pang king tsi kan e tang hoo siong iong tian ue kha pang ho lai lian lok na u bun te e tang kha kau ho hoo tsong ki
data/train/1136.wav,soo i phah kah tshia tuann to u tah phue e kuan he ki tiong tsit e su na si iong tong gi su ka uann tiau tsit e tah phue kuan he bo it ting e ke siok tsun tsai
data/train/1137.wav,i e hue pe Rouble tui bi kim e hue lut puann ni kan lak tsit puann
data/train/1138.wav,m ho iau be kiam pui to khi tsham ka ma la song e si lang
data/train/1139.wav,i thiann liau tshio tshio a bo kong ue to tso i tsau ah
data/train/114.wav,peh pah tsap phinn kau tsong tsiann tso tso phai ling siu kau tsong tsiann tso tso phai ling siu
data/train/1140.wav,peh peh tsiah tsit tng
data/train/1141.wav,u oo
data/train/1142.wav,koh kui na pai tshiang siann beh su iong hik tsu bu khi
data/train/1143.wav,he tsau gin a si siang
data/train/1146.wav,ooh a tsiunn peh in tau si m
data/train/1147.wav,lang khak sit si thau tsit tshut iong sann tsap goo li mih hip e tian iann
data/train/1148.wav,an ne lah
data/train/1149.wav,tak jit tak jit
data/train/115.wav,kia hoo gua ma kang khuan lah
data/train/1150.wav,he to si gua
data/train/1151.wav,u tsit kang ti tsit e ki ian kak hue a kah soo hue a tang tse ti se sann ki lai te tau tin se sing khu
data/train/1153.wav,lip khi
data/train/1154.wav,thau tsit e ka mih kiann theh tng lai e lang u tsiong phin oo
data/train/1155.wav,siu lan li u tsit khuan e hau sim a bu tsin huann hi
data/train/1156.wav,gua u siunn kue bi lai beh tshong siannh
data/train/1157.wav,si tsing si tsing li na e tsiah bo ing
data/train/1159.wav,huat inn i king huat tshut thong tship ling ang sian sinn tshah sit to lan pue
data/train/116.wav,kin lai kiu leh lah
data/train/1161.wav,ooh tshing kah tsiah ni sui li ma ka gua in khuann mai leh
data/train/1162.wav,tsim tsit e tsim tsit e to ho
data/train/1163.wav,lang koo tsui m koh kai phi iu koh ai khauh khauh liam
data/train/1164.wav,tshang ti penn inn m kann tshut lai
data/train/1165.wav,kng iann iann e tiam lai siann mih long u teh be tshu pinn keh piah tsu tshai e si bo iam bo tau iu long e kio tshu li e gin a tsau lai be
data/train/1166.wav,tsap tiam puann e bue pang tshia
data/train/1168.wav,a pah li si kong khi tueh lah
data/train/1169.wav,eh li tsu tsi hoo gua
data/train/117.wav,gua khioh tioh e tsinn
data/train/1170.wav,tse leh tsiah
data/train/1172.wav,i bo me bo jit lam pak ji loo kiann thau thau
data/train/1173.wav,eh ah tse si gua e mng kha khau neh
data/train/1174.wav,han tsing li sim lai leh siunn kong king lian u tsiah ni a sui e to su suann nia tshenn ling ling khe tsui tshing tshing tshing ti tsit e ho soo tsai gua tiann tioh e tang tshue tioh tsit e a ho too te
data/train/1175.wav,gin a long si lang lau bu beh khau beh jih
data/train/1176.wav,u lip ui hiong lip tiunn sio kang e mui the siap lau tiau tsa lue tsing
data/train/1177.wav,hoo siong ai si tsin
data/train/1178.wav,in thiau than goo thiau kah mua tiann si ke pue
data/train/1179.wav,bo neh gua bo khioh tioh
data/train/118.wav,tai pak goo hue tsap sik li tioh koh siunn khuann mai leh
data/train/1180.wav,hah hah
data/train/1181.wav,suann e to tshiu ping hit tsit puann ham it puann e suann bo siann mih koh iunn m koh tsiann tshiu ping hit tsit puann to tshiunn hoo to a siah kue e hing kiam tsit tua puann
data/train/1182.wav,tan sian sinn li ho sing khu to ui bo song khuai
data/train/1184.wav,soo i gun tsi ho seh tsit lin i suann ting tai bun hua bun su tian tso ki tshoo tsiong tai bun e su tiau thau kue hua bun tui ik tui kau tiong gian inn su khoo sio tsoo tsing li e peh ban bak hua bun su tiau ui hua bun su tiau tit tioh su lui sin sit
data/train/1187.wav,lin tsit pai siong kho kam u beh iong Powerpoint lai tso tau iann phinn
data/train/1188.wav,iah bo gua khaih u thang tsu png neh
data/train/1189.wav,siann mih long bian siunn siann mih long bian kiann lan it ting e tang tso tsit e hing hok e tai uan lang
data/train/119.wav,be tshai kuan
data/train/1190.wav,king tshat na e m pang lang
data/train/1191.wav,li tioh ka png tsiah liau
data/train/1192.wav,beh pang pang bo m pang kin kin
data/train/1193.wav,i tsiah bue pa to kuann kin beh tshut mng
data/train/1194.wav,bin tui tsit e bun te king tse hak ka ma pinn bo poo
data/train/1195.wav,li na tsin tsiann siunn ing sio tue lang oh tsit e
data/train/1196.wav,bo huann hi
data/train/1197.wav,ah to tsit e senn ang e lau su lah
data/train/1199.wav,thian ha lang kuan thian ha su
data/train/12.wav,suah be ki tsit kong gua tsit e pak too iau kah kan na honnh kue mi e ke kui a leh
data/train/120.wav,an tsuan tua ha hoo ho tan thai khi pue
data/train/1200.wav,gua kong li to si koo mng kau ah
data/train/1201.wav,ah boo tan ah tse gun tso ping kang the e ing tshan a lah
data/train/1202.wav,gua ka i tho sann tsap sann tiunn tsuan lian e phiau a hi bang e hu uann siang lang pai to a
data/train/1203.wav,to be an ne a
data/train/1205.wav,tiann tiann khuann in hit e se han e ti leh ka tshi am
data/train/1206.wav,tse gua beh
data/train/1208.wav,leh ham Sunni kue kik phai e Islam kok kau tsian
data/train/121.wav,luah lang honnh tioh ai lai tsit pue ping liang e bi lu lim hoo sim liang pi thoo khui
data/train/1210.wav,ling gua tsu it kiu kiu su ni e Rwanda tsok kun too sat liau au kok tse siong i king kian lip tsit kua ki tse
data/train/1212.wav,kio lang lai kong
data/train/1216.wav,ia put lai hun li
data/train/1217.wav,ah eh eh eh li king li
data/train/1218.wav,thiann kong tai tsi e king kue si an ne han tsing li u tsit e tsiann khiau e too te i tsiann gau sia bun tsiunn bu kong ma tsiann li hai
data/train/1219.wav,li be ka khu tsin tsing sing niu tsit e a sai su
data/train/122.wav,lau ko e ah na e hiah bo ing
data/train/1220.wav,in tau hit tiunn bin tshng si lak tshioh goo tshioh e iah si lak tshioh su hong e
data/train/1223.wav,lang kang tih khuann tsia e su tsoo e si huat hian u tsiann tse su tsoo si tng su tsho ngoo e
data/train/1224.wav,tsia u tsit te toh a ting kuan u tsit pun tsheh
data/train/1225.wav,in m kuan si the sing san liong ah si ah ke sing pun long iau koh tsin u khong kan
data/train/1226.wav,tak kang leh liam tso hue li ma tshin tshiunn ban tsai e sio mue a
data/train/1227.wav,m tsai si hit tsun e lang tso tai tsi long bo tong tsing iah si ki sit tai poo hun e tai uan bin tsiong
data/train/1228.wav,tsa poo e tua poo hun long tsau khi too tshi tsiah thau loo
data/train/1229.wav,hng piau sio ti
data/train/123.wav,tsit kui ni bo siann tiong kok iu kheh hia e hoo the luh kiong beh to liau liau ah
data/train/1230.wav,ka gua tong leh
data/train/1231.wav,a hiann thau tsing e loo oo so so lan to mai kiann kue khi ah ho bo
data/train/1233.wav,tsit nng e uann thiap e kam tsing tsin ho lian tshia ma kang sik tsui
data/train/1235.wav,iu kuan an tsuan kiu sing su hang tshiann tsham kho an tsuan suat bing kha kam sia
data/train/1236.wav,iau siu ooh au ko gueh ga suh koh beh khi ke ah
data/train/1237.wav,kau tann tsa poo gin a na beh tsham ka tsing sik e ian hue ma si kang khuan ai tshing se bi looh
data/train/1238.wav,kui kuan long ka to to tshut lai
data/train/1239.wav,ka tsia e tsu tiunn kio tso ban bah tah tsuae se kai kuan
data/train/124.wav,a bu si m kam ka thiam li e huan lo kiann li bo sim tsiann thang tso khang khue
data/train/1240.wav,a tsiunn peh li ting jit ka gua kong li u tsit king pang king beh sue lang si m
data/train/1241.wav,an ne ho lah
data/train/1243.wav,siau lian ke thiann tsit e tshuah tsit tio kong tang si a li si sin sian gun tsin tsiann si‘bak tsiu peh bo kim’m koh ti tsiah ni tse lang tang tiong li si an tsuann e suan tioh gua leh
data/train/1244.wav,lang kheh jip lai tse oo
data/train/1245.wav,kau tai i tso tai tsi suann sian suann sian pan be ho
data/train/1246.wav,te hng e hik tsu tshia piann khiong poo kong kik thuann hiong tsuan kiu tse long si ai the tsa hong huan e ui ki
data/train/1248.wav,tan gua tsit e tsit kui kang gua e tian nau siooh tooh siooh tooh tann Outlook be tin be tang
data/train/125.wav,gin a siut tsit e tui si tua lang e sin khu pinn kue
data/train/1252.wav,e poo te te e nng tiam tsing tsui to im khi lai gin a siu khun ti ji lau bo thang tsiah bo thang lim ka tiunn kiann kah phih phih tshuah
data/train/1255.wav,eh gua ka li kai siau
data/train/1256.wav,tsit khuan tsing hing ha P of a kin ua P of B kin ua P of AB mi of AB kin ua hu log P of AB si tsit e khah tua e tsiann soo
data/train/1257.wav,gua ting tsit jit ka i tshua loo e lah
data/train/1258.wav,gua lo i tsha put to nng kong hun
data/train/1259.wav,to sia li ka a po tau tshue tng lai
data/train/1260.wav,sit giam e kiat ko ping bo guan lai an sng e hiah ni ho e bin hun sik bun te tshut ti to ui
data/train/1262.wav,bi kok ai an tsuann tso kam tioh phai te bin poo tui tsin tse lang tsu tiunn mai jin ui bi kok phai kun tian to e tshi tua IS e hai tioh bi kok pun sin e an tsuan ing kai hoo tiong tong tsai te e kok ka khi tsian
data/train/1263.wav,tsun na kuann guan kah bin kan hak tsia tui khuan phing e i kian bo kang tsiau li kong hak tsia e i kian khah tiong iau
data/train/1264.wav,gua sit tsai tsin m guan i li khui li
data/train/1265.wav,tsa boo pi tsa poo ke si pue
data/train/1267.wav,oo tso tiam uan
data/train/1268.wav,ti tsit ma e Syria ma si kang khuan tsit e tua bun te bo kai kuat kong beh hoo pi kiok ing uan put tsai
data/train/127.wav,khng ti toh ting e tian iann phio koh u peh kau tiunn khuann siang ai
data/train/1270.wav,tsha sun tsit e tong su tsiann ping e mia su ah si tsit e mia su to ping e tong su e gi su tah phue soo tshue tshut lai e tsu liau ma tsin u hak sip tsham kho e ke tat
data/train/1271.wav,tshia ting e hing li ai theh u tsiau tioh m thang be ki tsit theh
data/train/1272.wav,kui loo kong po tian tai ti gua hi khang pinn tshiauh tshiauh kio ue kong be thing
data/train/1273.wav,siok gi kong hm lang tshui hoo lui lui
data/train/1274.wav,tan tinn hong giau tai gi bun kang tsok tsia
data/train/1275.wav,in too e thiat hak ka kong te gak hoo lang tshong tsoh tshut lai in ui lan ki thai thian tong
data/train/1277.wav,i ka pak too so so leh koh ke siok tsiah kah sih sut kio
data/train/1278.wav,lam lu tso ai si hing hok e tai tsi koh u tsit e suah bo i bo i
data/train/1279.wav,lang m tsai iann li beh lai bo gua to tsng khah sui leh
data/train/128.wav,tshuan hiok tse ui tshit tsap kau ni
data/train/1280.wav,pat lang e ka pi pat king e iu ing ti gua e tsiong tsia e tsinn but siu sng si tsu iu e siok kim pian sim e tai ke
data/train/1281.wav,han tsing li ka in kong gua tsit e lang ah siong tho ia pat lang bo lau sit looh soo i ma be ai phian lang koh tsai kong tso sing li thai e sai bo siu sin iong leh
data/train/1282.wav,i sing gun lau bu e bak tsiu khuann khi lai ah bo an tsuann e sai bian khui to bo
data/train/1283.wav,tui jiok se gi gian lai kong gi liau khoo e kian lip si tsit e gi gian beh hok hing e tsit e tiong iau ki tshoo in ui u li iong tioh tsu to se kai e tian nau kho ki ji tshiann u ki hue hoo tsit e gi gian kah ki thann e kiong se gi gian tso lian kiat
data/train/1284.wav,gua tsiah thau tsau tshut lai neh
data/train/1285.wav,mia tshia e hong tshat he thong kam kong tsiah ni jioh m
data/train/1286.wav,au tsiu lian bing EU si kho ting hun phue ui tsing soo lian kiong san tsip thuan e pang kai soo tshu tit e li ik
data/train/1287.wav,si si a tsiunn peh bo li tshua ang sian sinn khi khuann mai leh
data/train/1288.wav,gu iu si kut liu siuh tshiunn koo e lang to goo e lang tsit tui iong lang thah lang koh pak tua soh e hong sik tsiong tsit e lang ian penn thiau thuh kau penn pang e kha
data/train/129.wav,pang tshiu lah
data/train/1290.wav,to sia to sia
data/train/1291.wav,a i kiann sio mue hann be kue kau a
data/train/1293.wav,li ka tsit ap piann theh tng khi pun lang tsiah
data/train/1295.wav,AB nng e gi su na tiann tiann tso tin tshut hian CR of AB kho ling tshiau kue tsit ban sim tsi tshiau kue tsap ban
data/train/1296.wav,u tsit kua cosplay e sann si u tshia le sir e
data/train/1297.wav,m na si tui thian tsu kau too ah si ki tok kau too kong ue ma si kong hoo te kiu ting e mui tsit e lang thiann
data/train/1298.wav,ting le pai si bi kok tsong thong Barack Obama tsham lak e Arabian bing kok e ling siu
data/train/1299.wav,kam un hann
data/train/13.wav,kau hit e am oo am mi pik ua si ui long an tsing e si ma li e sim tsiu tsiam tsiam kam kak koo tuann put an kiann hiann in ui i long m bat tsit e ti tsit khuan am sam e soo tsai ke mi soo i ma li tsi u pho kau a ti i e sin pinn m kann khun lai teh tiunn ti
data/train/1300.wav,gua thiann li leh khau iau
data/train/1301.wav,gua se han to u khi tsu B hing kuann iam ik biau m tsai tsit ma koh u khong the bo
data/train/1302.wav,hit ping
data/train/1303.wav,tsit kiann tai tsi kau tann ing kai sng si lai jioo bu ah
data/train/1304.wav,eh
data/train/1305.wav,sann tsap hue i au to tso sian a hiooh m bian tsiah png a hiooh
data/train/1306.wav,gua kah i sio su tshing sann
data/train/1307.wav,kok tse tui Iran e tsioh iu kah kim iong tse tshai ia u hi bang lai kai tu tsia e huat tian su Saudi tsin huan lo
data/train/1308.wav,li tsit ma leh siu thiann e si siong kai tshu bi e tian tai Taiwan radio FM kiu su tiam it kok ui thiann tsiong ping iu tak ke ho gua si kin a jit e DJ bi hun
data/train/1309.wav,tsu kin a jit khi li to ka ti khah sio sim leh
data/train/131.wav,au painn khuann e sai than kua tsinn bo
data/train/1310.wav,ki le lai kong Syria tsing hu it tit iong hua hak bu khi kong kik lau peh senn tsa to hann kue Obama e ang suann
data/train/1311.wav,ping tshiann ma ti su bi kok e kun jin mui tsit king tai sai kuan sim tsi pun thoo e kok bin long tsiann tso kong kik e bok piau
data/train/1312.wav,beh loh lam e lu kheh tshiann ti sann B guat tai tan tshia
data/train/1314.wav,tshut khi
data/train/1315.wav,tse thang su si a ma e ke tsng kah lai e
data/train/1316.wav,ooh a tsiunn peh sio tan leh ooh
data/train/1317.wav,thinn khi huan kuann ai buah kua khu li mu bin khah be hau hau
data/train/1318.wav,tsit e bi e tsin tsiann khi hoo sioo tooh khi ah
data/train/132.wav,peh pah khong kau phinn tong sing hun hap huat hua koh lai khuann o tsiu
data/train/1320.wav,senn mia kam u pian khah tshiong sit
data/train/1321.wav,kong lai tso sing tai liong kam kim e kuan kian si it kiu kiu su ni e hing su huat
data/train/1322.wav,kong to kong oo mai khi kha tang tshiu
data/train/1323.wav,kang tong e hu ling siu Tanya Plibersek ma kong ping m si soo u e thian tsu kau too long huan tui tong sing hun
data/train/1324.wav,m koh tai hua su tian lai tue u ong lai bo ong lai u am kue bo am kue ti su tsit e su hoo tng su he thong tshiat tso nng e su
data/train/1325.wav,tsong si gua e tua hiann tiam guan e sin pinn ma si phinnh phinnh tshuan
data/train/1326.wav,ka su lan e tang li iong su lui e sin sit ui thong ke tshut lai e gi su tah phue kiat ko tso hun lui tui hak sip tsia lai kong ing kai koh khah u pang tsan
data/train/1327.wav,bok tsing tshiong tut e kin pun guan in ia iau bue kai kuat
data/train/1328.wav,tsit ma tsai iann i king siunn ban a thoo inn a long ti lin e pak too lai looh han tsing li an ne ka tak ke kong
data/train/1329.wav,in bu e sang tsap it kai pue a hoo i
data/train/133.wav,kah i tong jip hue hng
data/train/1330.wav,tsui tshia to tshia kah kui toh ting ah lah li
data/train/1331.wav,peh be khi li
data/train/1332.wav,tshut khi ho ah lah
data/train/1334.wav,li e bin ang ki ki si teh phainn se ooh
